n,k,p,seed,total,depth
6,2,10,4,7033,44
6,2,10,5,7033,44
6,2,10,6,7033,44
6,2,10,7,7033,44
6,2,10,8,7033,44
6,2,10,9,7033,44
6,2,11,0,7711,48
6,2,11,1,7711,48
6,2,11,2,7711,48
6,2,11,3,7711,48
6,2,11,4,7711,48
6,2,11,5,7711,48
6,2,11,6,7711,48
6,2,11,7,7711,48
6,2,11,8,7711,48
6,2,12,0,8389,52
6,2,11,9,7711,48
6,2,12,1,8389,52
6,2,12,2,8389,52
6,2,12,3,8389,52
6,2,12,4,8389,52
6,2,12,5,8389,52
6,2,12,6,8389,52
6,2,12,7,8389,52
6,2,12,8,8389,52
6,2,12,9,8389,52
6,2,13,0,9067,56
6,2,13,1,9067,56
6,2,13,2,9067,56
6,2,13,3,9067,56
6,2,13,4,9067,56
6,2,13,5,9067,56
6,2,13,6,9067,56
6,2,13,7,9067,56
6,2,13,8,9067,56
6,2,13,9,9067,56
6,2,14,0,9745,60
6,2,14,1,9745,60
6,2,14,2,9745,60
6,2,14,3,9745,60
6,2,14,4,9745,60
6,2,14,5,9745,60
6,2,14,6,9745,60
6,2,14,7,9745,60
6,2,14,8,9745,60
6,2,14,9,9745,60
6,2,15,0,10423,64
6,2,15,1,10423,64
6,2,15,2,10423,64
6,2,15,3,10423,64
6,2,15,4,10423,64
6,2,15,5,10423,64
6,2,15,6,10423,64
6,2,15,7,10423,64
6,2,15,9,10423,64
6,2,15,8,10423,64
6,2,16,0,11101,68
6,2,16,1,11101,68
6,2,16,2,11101,68
6,2,16,3,11101,68
6,2,16,4,11101,68
6,2,16,5,11101,68
6,2,16,6,11101,68
6,2,16,7,11101,68
6,2,16,8,11101,68
6,2,16,9,11101,68
6,2,17,0,11779,72
6,2,17,1,11779,72
6,2,17,2,11779,72
6,2,17,3,11779,72
6,2,17,5,11779,72
6,2,17,6,11779,72
6,2,17,4,11779,72
6,2,17,7,11779,72
6,2,17,8,11779,72
6,2,17,9,11779,72
6,2,18,0,12457,76
6,2,18,1,12457,76
6,2,18,3,12457,76
6,2,18,4,12457,76
6,2,18,2,12457,76
6,2,18,5,12457,76
6,2,18,6,12457,76
6,2,18,7,12457,76
6,2,18,9,12457,76
6,2,19,0,13135,80
6,2,19,1,13135,80
6,2,19,2,13135,80
6,2,18,8,12457,76
6,2,19,3,13135,80
6,2,19,4,13135,80
6,2,19,5,13135,80
6,2,19,9,13135,80
6,2,19,8,13135,80
6,2,19,7,13135,80
6,2,20,0,13813,84
6,2,19,6,13135,80
6,2,20,1,13813,84
6,2,20,2,13813,84
6,2,20,3,13813,84
6,2,20,4,13813,84
6,2,20,5,13813,84
6,2,20,7,13813,84
6,2,20,9,13813,84
6,2,20,8,13813,84
6,2,20,6,13813,84
6,2,21,0,14491,88
6,2,21,1,14491,88
6,2,21,3,14491,88
6,2,21,2,14491,88
6,2,21,4,14491,88
6,2,21,5,14491,88
6,2,21,6,14491,88
6,2,21,7,14491,88
6,2,21,8,14491,88
6,2,21,9,14491,88
6,2,22,1,15169,92
6,2,22,2,15169,92
6,2,22,3,15169,92
6,2,22,0,15169,92
6,2,22,4,15169,92
6,2,22,5,15169,92
6,2,22,6,15169,92
6,2,22,7,15169,92
6,2,22,8,15169,92
6,2,22,9,15169,92
6,2,23,1,15847,96
6,2,23,2,15847,96
6,2,23,0,15847,96
6,2,23,3,15847,96
6,2,23,4,15847,96
6,2,23,5,15847,96
6,2,23,6,15847,96
6,2,23,8,15847,96
6,2,23,7,15847,96
6,2,23,9,15847,96
6,2,24,0,16525,100
6,2,24,1,16525,100
6,2,24,2,16525,100
6,2,24,3,16525,100
6,2,24,4,16525,100
6,2,24,7,16525,100
6,2,24,6,16525,100
6,2,24,5,16525,100
6,2,24,8,16525,100
6,2,24,9,16525,100
6,3,5,0,3643,24
6,3,5,1,3643,24
6,3,5,2,3643,24
6,3,5,4,3643,24
6,3,5,5,3643,24
6,3,5,3,3643,24
6,3,5,6,3643,24
6,3,5,7,3643,24
6,3,5,8,3643,24
6,3,5,9,3643,24
6,3,6,0,4321,28
6,3,6,1,4321,28
6,3,6,2,4321,28
6,3,6,3,4321,28
6,3,6,4,4321,28
6,3,6,5,4321,28
6,3,6,6,4321,28
6,3,6,7,4321,28
6,3,6,8,4321,28
6,3,6,9,4321,28
6,3,7,0,4999,32
6,3,7,1,4999,32
6,3,7,2,4999,32
6,3,7,3,4999,32
6,3,7,4,4999,32
6,3,7,5,4999,32
6,3,7,6,4999,32
6,3,7,7,4999,32
6,3,7,8,4999,32
6,3,7,9,4999,32
6,3,8,0,5677,36
6,3,8,1,5677,36
6,3,8,2,5677,36
6,3,8,3,5677,36
6,3,8,4,5677,36
6,3,8,5,5677,36
6,3,8,6,5677,36
6,3,8,7,5677,36
6,3,8,8,5677,36
6,3,8,9,5677,36
6,3,9,0,6355,40
6,3,9,1,6355,40
6,3,9,2,6355,40
6,3,9,3,6355,40
6,3,9,4,6355,40
6,3,9,5,6355,40
6,3,9,6,6355,40
6,3,9,7,6355,40
6,3,9,8,6355,40
6,3,9,9,6355,40
6,3,10,0,7033,44
6,3,10,2,7033,44
6,3,10,1,7033,44
6,3,10,3,7033,44
6,3,10,4,7033,44
6,3,10,5,7033,44
6,3,10,6,7033,44
6,3,10,7,7033,44
6,3,10,8,7033,44
6,3,11,0,7711,48
6,3,10,9,7033,44
6,3,11,1,7711,48
6,3,11,2,7711,48
6,3,11,3,7711,48
6,3,11,4,7711,48
6,3,11,5,7711,48
6,3,11,6,7711,48
6,3,11,8,7711,48
6,3,11,7,7711,48
6,3,11,9,7711,48
6,3,12,0,8389,52
6,3,12,1,8389,52
6,3,12,2,8389,52
6,3,12,3,8389,52
6,3,12,4,8389,52
6,3,12,5,8389,52
6,3,12,6,8389,52
6,3,12,7,8389,52
6,3,12,8,8389,52
6,3,12,9,8389,52
6,3,13,0,9067,56
6,3,13,1,9067,56
6,3,13,2,9067,56
6,3,13,3,9067,56
6,3,13,4,9067,56
6,3,13,5,9067,56
6,3,13,6,9067,56
6,3,13,7,9067,56
6,3,13,8,9067,56
6,3,13,9,9067,56
6,3,14,0,9745,60
6,3,14,1,9745,60
6,3,14,2,9745,60
6,3,14,3,9745,60
6,3,14,4,9745,60
6,3,14,5,9745,60
6,3,14,6,9745,60
6,3,14,7,9745,60
6,3,14,8,9745,60
6,3,14,9,9745,60
6,3,15,0,10423,64
6,3,15,1,10423,64
6,3,15,2,10423,64
6,3,15,3,10423,64
6,3,15,4,10423,64
6,3,15,5,10423,64
6,3,15,6,10423,64
6,3,15,7,10423,64
6,3,15,8,10423,64
6,3,15,9,10423,64
6,3,16,0,11101,68
6,3,16,1,11101,68
6,3,16,2,11101,68
6,3,16,3,11101,68
6,3,16,4,11101,68
6,3,16,5,11101,68
6,3,16,6,11101,68
6,3,16,7,11101,68
6,3,16,8,11101,68
6,3,16,9,11101,68
6,3,17,0,11779,72
6,3,17,1,11779,72
6,3,17,2,11779,72
6,3,17,3,11779,72
6,3,17,4,11779,72
6,3,17,5,11779,72
6,3,17,6,11779,72
6,3,17,7,11779,72
6,3,17,8,11779,72
6,3,17,9,11779,72
6,3,18,0,12457,76
6,3,18,2,12457,76
6,3,18,1,12457,76
6,3,18,3,12457,76
6,3,18,4,12457,76
6,3,18,5,12457,76
6,3,18,6,12457,76
6,3,18,7,12457,76
6,3,18,8,12457,76
6,3,18,9,12457,76
6,3,19,0,13135,80
6,3,19,1,13135,80
6,3,19,2,13135,80
6,3,19,3,13135,80
6,3,19,4,13135,80
6,3,19,5,13135,80
6,3,19,6,13135,80
6,3,19,7,13135,80
6,3,19,8,13135,80
6,3,19,9,13135,80
6,3,20,0,13813,84
6,3,20,1,13813,84
6,3,20,2,13813,84
6,3,20,3,13813,84
6,3,20,4,13813,84
6,3,20,5,13813,84
6,3,20,6,13813,84
6,3,20,7,13813,84
6,3,20,8,13813,84
6,3,20,9,13813,84
6,3,21,0,14491,88
6,3,21,1,14491,88
6,3,21,2,14491,88
6,3,21,3,14491,88
6,3,21,4,14491,88
6,3,21,5,14491,88
6,3,21,6,14491,88
6,3,21,7,14491,88
6,3,21,8,14491,88
6,3,21,9,14491,88
6,3,22,0,15169,92
6,3,22,2,15169,92
6,3,22,1,15169,92
6,3,22,3,15169,92
6,3,22,4,15169,92
6,3,22,5,15169,92
6,3,22,6,15169,92
6,3,22,7,15169,92
6,3,22,8,15169,92
6,3,22,9,15169,92
6,3,23,0,15847,96
6,3,23,1,15847,96
6,3,23,2,15847,96
6,3,23,3,15847,96
6,3,23,4,15847,96
6,3,23,5,15847,96
6,3,23,6,15847,96
6,3,23,7,15847,96
6,3,23,8,15847,96
6,3,23,9,15847,96
6,3,24,0,16525,100
6,3,24,1,16525,100
6,3,24,2,16525,100
6,3,24,3,16525,100
6,3,24,4,16525,100
6,3,24,5,16525,100
6,3,24,6,16525,100
6,3,24,7,16525,100
6,3,24,8,16525,100
6,3,24,9,16525,100
6,4,5,0,3643,24
6,4,5,1,3643,24
6,4,5,2,3643,24
6,4,5,3,3643,24
6,4,5,4,3643,24
6,4,5,5,3643,24
6,4,5,6,3643,24
6,4,5,7,3643,24
6,4,5,8,3643,24
6,4,5,9,3643,24
6,4,6,0,4321,28
6,4,6,1,4321,28
6,4,6,2,4321,28
6,4,6,3,4321,28
6,4,6,4,4321,28
6,4,6,5,4321,28
6,4,6,6,4321,28
6,4,6,7,4321,28
6,4,6,8,4321,28
6,4,7,0,4999,32
6,4,6,9,4321,28
6,4,7,1,4999,32
6,4,7,2,4999,32
6,4,7,3,4999,32
6,4,7,4,4999,32
6,4,7,5,4999,32
6,4,7,6,4999,32
6,4,7,8,4999,32
6,4,7,7,4999,32
6,4,7,9,4999,32
6,4,8,0,5677,36
6,4,8,1,5677,36
6,4,8,2,5677,36
6,4,8,3,5677,36
6,4,8,4,5677,36
6,4,8,5,5677,36
6,4,8,6,5677,36
6,4,8,7,5677,36
6,4,8,8,5677,36
6,4,8,9,5677,36
6,4,9,0,6355,40
6,4,9,1,6355,40
6,4,9,2,6355,40
6,4,9,3,6355,40
6,4,9,4,6355,40
6,4,9,5,6355,40
6,4,9,6,6355,40
6,4,9,7,6355,40
6,4,9,8,6355,40
6,4,9,9,6355,40
6,4,10,0,7033,44
6,4,10,1,7033,44
6,4,10,2,7033,44
6,4,10,3,7033,44
6,4,10,4,7033,44
6,4,10,5,7033,44
6,4,10,6,7033,44
6,4,10,7,7033,44
6,4,10,8,7033,44
6,4,10,9,7033,44
6,4,11,0,7711,48
6,4,11,1,7711,48
6,4,11,2,7711,48
6,4,11,3,7711,48
6,4,11,4,7711,48
6,4,11,5,7711,48
6,4,11,6,7711,48
6,4,11,7,7711,48
6,4,11,8,7711,48
6,4,11,9,7711,48
6,4,12,0,8389,52
6,4,12,1,8389,52
6,4,12,2,8389,52
6,4,12,3,8389,52
6,4,12,4,8389,52
6,4,12,5,8389,52
6,4,12,6,8389,52
6,4,12,7,8389,52
6,4,12,8,8389,52
6,4,12,9,8389,52
6,4,13,0,9067,56
6,4,13,1,9067,56
6,4,13,2,9067,56
6,4,13,3,9067,56
6,4,13,4,9067,56
6,4,13,5,9067,56
6,4,13,6,9067,56
6,4,13,7,9067,56
6,4,13,8,9067,56
6,4,13,9,9067,56
6,4,14,0,9745,60
6,4,14,1,9745,60
6,4,14,2,9745,60
6,4,14,3,9745,60
6,4,14,4,9745,60
6,4,14,5,9745,60
6,4,14,6,9745,60
6,4,14,7,9745,60
6,4,14,8,9745,60
6,4,14,9,9745,60
6,4,15,0,10423,64
6,4,15,1,10423,64
6,4,15,2,10423,64
6,4,15,3,10423,64
6,4,15,4,10423,64
6,4,15,5,10423,64
6,4,15,6,10423,64
6,4,15,7,10423,64
6,4,15,8,10423,64
6,4,15,9,10423,64
6,4,16,0,11101,68
6,4,16,1,11101,68
6,4,16,2,11101,68
6,4,16,3,11101,68
6,4,16,4,11101,68
6,4,16,5,11101,68
6,4,16,6,11101,68
6,4,16,8,11101,68
6,4,16,7,11101,68
6,4,16,9,11101,68
6,4,17,0,11779,72
6,4,17,1,11779,72
6,4,17,2,11779,72
6,4,17,3,11779,72
6,4,17,4,11779,72
6,4,17,6,11779,72
6,4,17,5,11779,72
6,4,17,7,11779,72
6,4,17,8,11779,72
6,4,17,9,11779,72
6,4,18,0,12457,76
6,4,18,1,12457,76
6,4,18,2,12457,76
6,4,18,4,12457,76
6,4,18,3,12457,76
6,4,18,5,12457,76
6,4,18,6,12457,76
6,4,18,7,12457,76
6,4,18,8,12457,76
6,4,18,9,12457,76
6,4,19,0,13135,80
6,4,19,1,13135,80
6,4,19,2,13135,80
6,4,19,3,13135,80
6,4,19,4,13135,80
6,4,19,5,13135,80
6,4,19,6,13135,80
6,4,19,7,13135,80
6,4,19,8,13135,80
6,4,19,9,13135,80
6,4,20,0,13813,84
6,4,20,1,13813,84
6,4,20,2,13813,84
6,4,20,3,13813,84
6,4,20,4,13813,84
6,4,20,5,13813,84
6,4,20,6,13813,84
6,4,20,7,13813,84
6,4,20,8,13813,84
6,4,20,9,13813,84
6,4,21,0,14491,88
6,4,21,1,14491,88
6,4,21,2,14491,88
6,4,21,3,14491,88
6,4,21,4,14491,88
6,4,21,5,14491,88
6,4,21,6,14491,88
6,4,21,7,14491,88
6,4,21,8,14491,88
6,4,21,9,14491,88
6,4,22,0,15169,92
6,4,22,1,15169,92
6,4,22,2,15169,92
6,4,22,3,15169,92
6,4,22,4,15169,92
6,4,22,5,15169,92
6,4,22,6,15169,92
6,4,22,7,15169,92
6,4,22,8,15169,92
6,4,22,9,15169,92
6,4,23,0,15847,96
6,4,23,1,15847,96
6,4,23,2,15847,96
6,4,23,3,15847,96
6,4,23,4,15847,96
6,4,23,5,15847,96
6,4,23,6,15847,96
6,4,23,7,15847,96
6,4,23,8,15847,96
6,4,23,9,15847,96
6,4,24,0,16525,100
6,4,24,1,16525,100
6,4,24,2,16525,100
6,4,24,3,16525,100
6,4,24,4,16525,100
6,4,24,5,16525,100
6,4,24,6,16525,100
6,4,24,7,16525,100
6,4,24,8,16525,100
6,4,24,9,16525,100
6,5,5,0,3643,24
6,5,5,1,3643,24
6,5,5,2,3643,24
6,5,5,3,3643,24
6,5,5,4,3643,24
6,5,5,5,3643,24
6,5,5,6,3643,24
6,5,5,7,3643,24
6,5,5,8,3643,24
6,5,5,9,3643,24
6,5,6,0,4321,28
6,5,6,1,4321,28
6,5,6,2,4321,28
6,5,6,3,4321,28
6,5,6,4,4321,28
6,5,6,5,4321,28
6,5,6,6,4321,28
6,5,6,7,4321,28
6,5,6,8,4321,28
6,5,6,9,4321,28
6,5,7,0,4999,32
6,5,7,1,4999,32
6,5,7,2,4999,32
6,5,7,3,4999,32
6,5,7,4,4999,32
6,5,7,5,4999,32
6,5,7,6,4999,32
6,5,7,7,4999,32
6,5,7,8,4999,32
6,5,7,9,4999,32
6,5,8,0,5677,36
6,5,8,1,5677,36
6,5,8,2,5677,36
6,5,8,3,5677,36
6,5,8,4,5677,36
6,5,8,5,5677,36
6,5,8,6,5677,36
6,5,8,7,5677,36
6,5,8,8,5677,36
6,5,8,9,5677,36
6,5,9,0,6355,40
6,5,9,1,6355,40
6,5,9,2,6355,40
6,5,9,3,6355,40
6,5,9,4,6355,40
6,5,9,5,6355,40
6,5,9,6,6355,40
6,5,9,7,6355,40
6,5,9,8,6355,40
6,5,9,9,6355,40
6,5,10,0,7033,44
6,5,10,1,7033,44
6,5,10,2,7033,44
6,5,10,3,7033,44
6,5,10,4,7033,44
6,5,10,5,7033,44
6,5,10,6,7033,44
6,5,10,7,7033,44
6,5,10,8,7033,44
6,5,10,9,7033,44
6,5,11,0,7711,48
6,5,11,1,7711,48
6,5,11,2,7711,48
6,5,11,3,7711,48
6,5,11,4,7711,48
6,5,11,5,7711,48
6,5,11,6,7711,48
6,5,11,7,7711,48
6,5,11,8,7711,48
6,5,11,9,7711,48
6,5,12,0,8389,52
6,5,12,1,8389,52
6,5,12,2,8389,52
6,5,12,3,8389,52
6,5,12,4,8389,52
6,5,12,5,8389,52
6,5,12,6,8389,52
6,5,12,7,8389,52
6,5,12,8,8389,52
6,5,12,9,8389,52
6,5,13,0,9067,56
6,5,13,1,9067,56
6,5,13,2,9067,56
6,5,13,3,9067,56
6,5,13,4,9067,56
6,5,13,5,9067,56
6,5,13,6,9067,56
6,5,13,7,9067,56
6,5,13,8,9067,56
6,5,13,9,9067,56
6,5,14,0,9745,60
6,5,14,1,9745,60
6,5,14,2,9745,60
6,5,14,3,9745,60
6,5,14,4,9745,60
6,5,14,5,9745,60
6,5,14,6,9745,60
6,5,14,7,9745,60
6,5,14,9,9745,60
6,5,14,8,9745,60
6,5,15,0,10423,64
6,5,15,2,10423,64
6,5,15,1,10423,64
6,5,15,3,10423,64
6,5,15,4,10423,64
6,5,15,5,10423,64
6,5,15,6,10423,64
6,5,15,8,10423,64
6,5,15,7,10423,64
6,5,15,9,10423,64
6,5,16,0,11101,68
6,5,16,1,11101,68
6,5,16,2,11101,68
6,5,16,3,11101,68
6,5,16,4,11101,68
6,5,16,5,11101,68
6,5,16,6,11101,68
6,5,16,7,11101,68
6,5,16,8,11101,68
6,5,16,9,11101,68
6,5,17,0,11779,72
6,5,17,1,11779,72
6,5,17,2,11779,72
6,5,17,3,11779,72
6,5,17,4,11779,72
6,5,17,5,11779,72
6,5,17,6,11779,72
6,5,17,7,11779,72
6,5,17,8,11779,72
6,5,17,9,11779,72
6,5,18,0,12457,76
6,5,18,1,12457,76
6,5,18,3,12457,76
6,5,18,4,12457,76
6,5,18,2,12457,76
6,5,18,5,12457,76
6,5,18,6,12457,76
6,5,18,7,12457,76
6,5,18,8,12457,76
6,5,18,9,12457,76
6,5,19,2,13135,80
6,5,19,1,13135,80
6,5,19,0,13135,80
6,5,19,3,13135,80
6,5,19,4,13135,80
6,5,19,5,13135,80
6,5,19,6,13135,80
6,5,19,7,13135,80
6,5,19,8,13135,80
6,5,19,9,13135,80
6,5,20,0,13813,84
6,5,20,1,13813,84
6,5,20,2,13813,84
6,5,20,3,13813,84
6,5,20,4,13813,84
6,5,20,5,13813,84
6,5,20,6,13813,84
6,5,20,8,13813,84
6,5,20,7,13813,84
6,5,20,9,13813,84
6,5,21,0,14491,88
6,5,21,1,14491,88
6,5,21,2,14491,88
6,5,21,3,14491,88
6,5,21,4,14491,88
6,5,21,5,14491,88
6,5,21,6,14491,88
6,5,21,7,14491,88
6,5,21,8,14491,88
6,5,21,9,14491,88
6,5,22,0,15169,92
6,5,22,1,15169,92
6,5,22,2,15169,92
6,5,22,4,15169,92
6,5,22,3,15169,92
6,5,22,5,15169,92
6,5,22,6,15169,92
6,5,22,7,15169,92
6,5,22,8,15169,92
6,5,22,9,15169,92
6,5,23,0,15847,96
6,5,23,1,15847,96
6,5,23,2,15847,96
6,5,23,3,15847,96
6,5,23,4,15847,96
6,5,23,5,15847,96
6,5,23,6,15847,96
6,5,23,7,15847,96
6,5,23,8,15847,96
6,5,23,9,15847,96
6,5,24,0,16525,100
6,5,24,1,16525,100
6,5,24,2,16525,100
6,5,24,3,16525,100
6,5,24,4,16525,100
6,5,24,5,16525,100
6,5,24,6,16525,100
6,5,24,7,16525,100
6,5,24,8,16525,100
6,5,24,9,16525,100
7,1,5,0,7498,26
7,1,5,1,7498,26
7,1,5,2,7498,26
7,1,5,3,7498,26
7,1,5,4,7498,26
7,1,5,5,7498,26
7,1,5,6,7498,26
7,1,5,7,7498,26
7,1,5,8,7498,26
7,1,5,9,7498,26
7,1,6,0,8891,30
7,1,6,1,8891,30
7,1,6,2,8891,30
7,1,6,4,8891,30
7,1,6,3,8891,30
7,1,6,5,8891,30
7,1,6,6,8891,30
7,1,6,7,8891,30
7,1,6,8,8891,30
7,1,6,9,8891,30
7,1,7,1,10284,34
7,1,7,2,10284,34
7,1,7,3,10284,34
7,1,7,0,10284,34
7,1,7,4,10284,34
7,1,7,5,10284,34
7,1,7,7,10284,34
7,1,7,6,10284,34
7,1,7,9,10284,34
7,1,7,8,10284,34
7,1,8,0,11677,38
7,1,8,1,11677,38
7,1,8,2,11677,38
7,1,8,3,11677,38
7,1,8,5,11677,38
7,1,8,6,11677,38
7,1,8,8,11677,38
7,1,8,7,11677,38
7,1,8,4,11677,38
7,1,9,0,13070,42
7,1,8,9,11677,38
7,1,9,1,13070,42
7,1,9,4,13070,42
7,1,9,2,13070,42
7,1,9,6,13070,42
7,1,9,7,13070,42
7,1,9,3,13070,42
7,1,9,5,13070,42
7,1,9,8,13070,42
7,1,9,9,13070,42
7,1,10,4,14463,46
7,1,10,0,14463,46
7,1,10,1,14463,46
7,1,10,2,14463,46
7,1,10,3,14463,46
7,1,10,5,14463,46
7,1,10,6,14463,46
7,1,10,7,14463,46
7,1,10,8,14463,46
7,1,10,9,14463,46
7,1,11,0,15856,50
7,1,11,2,15856,50
7,1,11,1,15856,50
7,1,11,3,15856,50
7,1,11,4,15856,50
7,1,11,5,15856,50
7,1,11,6,15856,50
7,1,11,7,15856,50
7,1,12,1,17249,54
7,1,12,3,17249,54
7,1,11,8,15856,50
7,1,11,9,15856,50
7,1,12,0,17249,54
7,1,12,2,17249,54
7,1,12,4,17249,54
7,1,12,5,17249,54
7,1,12,6,17249,54
7,1,12,7,17249,54
7,1,12,8,17249,54
7,1,12,9,17249,54
7,1,13,0,18642,58
7,1,13,1,18642,58
7,1,13,2,18642,58
7,1,13,3,18642,58
7,1,13,4,18642,58
7,1,13,5,18642,58
7,1,13,6,18642,58
7,1,13,7,18642,58
7,1,13,8,18642,58
7,1,13,9,18642,58
7,1,14,0,20035,62
7,1,14,1,20035,62
7,1,14,2,20035,62
7,1,14,3,20035,62
7,1,14,4,20035,62
7,1,14,5,20035,62
7,1,14,6,20035,62
7,1,14,7,20035,62
7,1,14,8,20035,62
7,1,14,9,20035,62
7,1,15,0,21428,66
7,1,15,1,21428,66
7,1,15,6,21428,66
7,1,15,2,21428,66
7,1,15,3,21428,66
7,1,15,4,21428,66
7,1,15,5,21428,66
7,1,15,7,21428,66
7,1,15,8,21428,66
7,1,15,9,21428,66
7,1,16,0,22821,70
7,1,16,2,22821,70
7,1,16,1,22821,70
7,1,16,3,22821,70
7,1,16,4,22821,70
7,1,17,1,24214,74
7,1,16,5,22821,70
7,1,16,6,22821,70
7,1,16,7,22821,70
7,1,16,8,22821,70
7,1,16,9,22821,70
7,1,17,0,24214,74
7,1,17,2,24214,74
7,1,17,8,24214,74
7,1,17,3,24214,74
7,1,17,4,24214,74
7,1,18,0,25607,78
7,1,17,5,24214,74
7,1,17,6,24214,74
7,1,17,7,24214,74
7,1,17,9,24214,74
7,1,18,1,25607,78
7,1,18,2,25607,78
7,1,18,3,25607,78
7,1,18,4,25607,78
7,1,18,5,25607,78
7,1,18,6,25607,78
7,1,18,7,25607,78
7,1,19,1,27000,82
7,1,19,2,27000,82
7,1,18,8,25607,78
7,1,18,9,25607,78
7,1,19,0,27000,82
7,1,19,3,27000,82
7,1,19,4,27000,82
7,1,19,5,27000,82
7,1,19,6,27000,82
7,1,19,7,27000,82
7,1,20,1,28393,86
7,1,19,8,27000,82
7,1,19,9,27000,82
7,1,20,0,28393,86
7,1,20,2,28393,86
7,1,20,3,28393,86
7,1,20,9,28393,86
7,1,20,4,28393,86
7,1,20,5,28393,86
7,1,20,6,28393,86
7,1,20,7,28393,86
7,1,20,8,28393,86
7,1,21,6,29786,90
7,1,21,0,29786,90
7,1,21,1,29786,90
7,1,21,2,29786,90
7,1,21,3,29786,90
7,1,21,4,29786,90
7,1,21,5,29786,90
7,1,21,7,29786,90
7,1,21,8,29786,90
7,1,21,9,29786,90
7,1,22,1,31179,94
7,1,22,0,31179,94
7,1,22,2,31179,94
7,1,22,3,31179,94
7,1,22,4,31179,94
7,1,22,5,31179,94
7,1,22,6,31179,94
7,1,22,7,31179,94
7,1,23,3,32572,98
7,1,22,8,31179,94
7,1,22,9,31179,94
7,1,23,0,32572,98
7,1,23,1,32572,98
7,1,23,2,32572,98
7,1,23,4,32572,98
7,1,23,5,32572,98
7,1,23,6,32572,98
7,1,23,7,32572,98
7,1,23,8,32572,98
7,1,23,9,32572,98
7,1,24,0,33965,102
7,1,24,1,33965,102
7,1,24,2,33965,102
7,1,24,3,33965,102
7,1,24,4,33965,102
7,1,24,6,33965,102
7,1,24,5,33965,102
7,1,24,7,33965,102
7,1,24,8,33965,102
7,1,24,9,33965,102
7,2,5,0,7498,26
7,2,5,1,7498,26
7,2,5,2,7498,26
7,2,5,3,7498,26
7,2,5,4,7498,26
7,2,5,5,7498,26
7,2,5,8,7498,26
7,2,5,6,7498,26
7,2,5,7,7498,26
7,2,5,9,7498,26
7,2,6,0,8891,30
7,2,6,1,8891,30
7,2,6,2,8891,30
7,2,6,4,8891,30
7,2,6,5,8891,30
7,2,6,3,8891,30
7,2,6,7,8891,30
7,2,6,6,8891,30
7,2,7,3,10284,34
7,2,6,8,8891,30
7,2,6,9,8891,30
7,2,7,0,10284,34
7,2,7,1,10284,34
7,2,7,2,10284,34
7,2,7,4,10284,34
7,2,7,5,10284,34
7,2,7,6,10284,34
7,2,7,7,10284,34
7,2,7,8,10284,34
7,2,7,9,10284,34
7,2,8,0,11677,38
7,2,8,1,11677,38
7,2,8,2,11677,38
7,2,8,3,11677,38
7,2,8,4,11677,38
7,2,9,1,13070,42
