n,k,p,seed,total,depth
7,2,8,5,11677,38
7,2,8,6,11677,38
7,2,8,7,11677,38
7,2,8,8,11677,38
7,2,8,9,11677,38
7,2,9,0,13070,42
7,2,9,8,13070,42
7,2,9,3,13070,42
7,2,9,2,13070,42
7,2,9,4,13070,42
7,2,9,5,13070,42
7,2,9,6,13070,42
7,2,9,7,13070,42
7,2,9,9,13070,42
7,2,10,0,14463,46
7,2,10,1,14463,46
7,2,10,2,14463,46
7,2,10,8,14463,46
7,2,10,4,14463,46
7,2,10,3,14463,46
7,2,10,5,14463,46
7,2,10,6,14463,46
7,2,10,7,14463,46
7,2,10,9,14463,46
7,2,11,0,15856,50
7,2,11,1,15856,50
7,2,11,2,15856,50
7,2,11,3,15856,50
7,2,11,4,15856,50
7,2,11,5,15856,50
7,2,11,6,15856,50
7,2,12,3,17249,54
7,2,11,7,15856,50
7,2,11,8,15856,50
7,2,11,9,15856,50
7,2,12,1,17249,54
7,2,12,0,17249,54
7,2,12,2,17249,54
7,2,12,4,17249,54
7,2,12,5,17249,54
7,2,12,6,17249,54
7,2,12,7,17249,54
7,2,12,8,17249,54
7,2,13,0,18642,58
7,2,12,9,17249,54
7,2,13,1,18642,58
7,2,13,2,18642,58
7,2,13,3,18642,58
7,2,13,4,18642,58
7,2,13,5,18642,58
7,2,13,6,18642,58
7,2,13,8,18642,58
7,2,13,7,18642,58
7,2,13,9,18642,58
7,2,14,0,20035,62
7,2,14,1,20035,62
7,2,14,2,20035,62
7,2,14,3,20035,62
7,2,14,4,20035,62
7,2,14,5,20035,62
7,2,14,6,20035,62
7,2,14,7,20035,62
7,2,14,8,20035,62
7,2,15,3,21428,66
7,2,14,9,20035,62
7,2,15,0,21428,66
7,2,15,1,21428,66
7,2,15,4,21428,66
7,2,15,2,21428,66
7,2,15,5,21428,66
7,2,16,0,22821,70
7,2,15,6,21428,66
7,2,15,7,21428,66
7,2,15,8,21428,66
7,2,16,5,22821,70
7,2,15,9,21428,66
7,2,16,1,22821,70
7,2,16,2,22821,70
7,2,16,3,22821,70
7,2,16,4,22821,70
7,2,16,6,22821,70
7,2,16,7,22821,70
7,2,16,8,22821,70
7,2,16,9,22821,70
7,2,17,0,24214,74
7,2,17,1,24214,74
7,2,17,2,24214,74
7,2,17,7,24214,74
7,2,17,3,24214,74
7,2,17,4,24214,74
7,2,17,5,24214,74
7,2,17,6,24214,74
7,2,18,5,25607,78
7,2,17,8,24214,74
7,2,17,9,24214,74
7,2,18,1,25607,78
7,2,18,0,25607,78
7,2,18,2,25607,78
7,2,18,7,25607,78
7,2,18,3,25607,78
7,2,19,0,27000,82
7,2,18,4,25607,78
7,2,19,2,27000,82
7,2,18,6,25607,78
7,2,18,9,25607,78
7,2,18,8,25607,78
7,2,19,1,27000,82
7,2,19,7,27000,82
7,2,19,3,27000,82
7,2,19,4,27000,82
7,2,19,5,27000,82
7,2,19,6,27000,82
7,2,20,2,28393,86
7,2,20,3,28393,86
7,2,20,4,28393,86
7,2,19,9,27000,82
7,2,19,8,27000,82
7,2,20,0,28393,86
7,2,20,1,28393,86
7,2,20,5,28393,86
7,2,20,6,28393,86
7,2,20,7,28393,86
7,2,20,8,28393,86
7,2,20,9,28393,86
7,2,21,0,29786,90
7,2,21,1,29786,90
7,2,21,2,29786,90
7,2,21,3,29786,90
7,2,22,0,31179,94
7,2,21,5,29786,90
7,2,21,4,29786,90
7,2,21,6,29786,90
7,2,21,7,29786,90
7,2,21,8,29786,90
7,2,21,9,29786,90
7,2,22,1,31179,94
7,2,22,2,31179,94
7,2,22,3,31179,94
7,2,22,4,31179,94
7,2,22,5,31179,94
7,2,22,6,31179,94
7,2,22,7,31179,94
7,2,22,8,31179,94
7,2,23,2,32572,98
7,2,23,4,32572,98
7,2,22,9,31179,94
7,2,23,0,32572,98
7,2,23,1,32572,98
7,2,23,3,32572,98
7,2,23,5,32572,98
7,2,23,6,32572,98
7,2,23,7,32572,98
7,2,23,8,32572,98
7,2,23,9,32572,98
7,2,24,0,33965,102
7,2,24,1,33965,102
7,2,24,2,33965,102
7,2,24,3,33965,102
7,2,24,7,33965,102
7,2,24,4,33965,102
7,2,24,5,33965,102
7,2,24,6,33965,102
7,2,24,8,33965,102
7,2,24,9,33965,102
7,3,5,5,7498,26
7,3,5,0,7498,26
7,3,5,1,7498,26
7,3,5,2,7498,26
7,3,5,3,7498,26
7,3,5,4,7498,26
7,3,5,6,7498,26
7,3,5,7,7498,26
7,3,5,8,7498,26
7,3,5,9,7498,26
7,3,6,0,8891,30
7,3,6,1,8891,30
7,3,6,2,8891,30
7,3,6,3,8891,30
7,3,6,7,8891,30
7,3,7,2,10284,34
7,3,6,4,8891,30
7,3,6,5,8891,30
7,3,6,6,8891,30
7,3,6,8,8891,30
7,3,6,9,8891,30
7,3,7,0,10284,34
7,3,7,1,10284,34
7,3,7,3,10284,34
7,3,7,4,10284,34
7,3,7,5,10284,34
7,3,7,6,10284,34
7,3,8,1,11677,38
7,3,7,7,10284,34
7,3,7,8,10284,34
7,3,7,9,10284,34
7,3,8,0,11677,38
7,3,8,2,11677,38
7,3,8,3,11677,38
7,3,8,4,11677,38
7,3,8,5,11677,38
7,3,8,7,11677,38
7,3,8,6,11677,38
7,3,8,8,11677,38
7,3,8,9,11677,38
7,3,9,0,13070,42
7,3,9,1,13070,42
7,3,9,2,13070,42
7,3,9,3,13070,42
7,3,9,4,13070,42
7,3,9,5,13070,42
7,3,9,6,13070,42
7,3,9,7,13070,42
7,3,10,0,14463,46
7,3,9,8,13070,42
7,3,9,9,13070,42
7,3,10,1,14463,46
7,3,10,2,14463,46
7,3,10,3,14463,46
7,3,10,4,14463,46
7,3,10,7,14463,46
7,3,10,5,14463,46
7,3,10,6,14463,46
7,3,10,8,14463,46
7,3,10,9,14463,46
7,3,11,0,15856,50
7,3,11,1,15856,50
7,3,11,2,15856,50
7,3,11,3,15856,50
7,3,11,4,15856,50
7,3,11,5,15856,50
7,3,11,6,15856,50
7,3,11,7,15856,50
7,3,11,8,15856,50
7,3,11,9,15856,50
7,3,12,0,17249,54
7,3,12,2,17249,54
7,3,12,1,17249,54
7,3,12,3,17249,54
7,3,12,6,17249,54
7,3,12,8,17249,54
7,3,12,4,17249,54
7,3,13,3,18642,58
7,3,12,5,17249,54
7,3,12,7,17249,54
7,3,13,0,18642,58
7,3,12,9,17249,54
7,3,13,1,18642,58
7,3,13,2,18642,58
7,3,13,4,18642,58
7,3,13,5,18642,58
7,3,13,6,18642,58
7,3,13,7,18642,58
7,3,13,9,18642,58
7,3,13,8,18642,58
7,3,14,0,20035,62
7,3,14,1,20035,62
7,3,14,5,20035,62
7,3,14,2,20035,62
7,3,14,9,20035,62
7,3,14,3,20035,62
7,3,14,4,20035,62
7,3,14,7,20035,62
7,3,14,6,20035,62
7,3,15,1,21428,66
7,3,14,8,20035,62
7,3,15,0,21428,66
7,3,15,2,21428,66
7,3,15,3,21428,66
7,3,15,4,21428,66
7,3,15,5,21428,66
7,3,15,6,21428,66
7,3,15,7,21428,66
7,3,15,8,21428,66
7,3,16,1,22821,70
7,3,15,9,21428,66
7,3,16,0,22821,70
7,3,16,2,22821,70
7,3,16,3,22821,70
7,3,16,4,22821,70
7,3,16,5,22821,70
7,3,16,6,22821,70
7,3,16,7,22821,70
7,3,17,2,24214,74
7,3,16,8,22821,70
7,3,17,5,24214,74
7,3,16,9,22821,70
7,3,17,0,24214,74
7,3,17,1,24214,74
7,3,17,3,24214,74
7,3,17,4,24214,74
7,3,17,6,24214,74
7,3,17,7,24214,74
7,3,17,8,24214,74
7,3,17,9,24214,74
7,3,18,0,25607,78
7,3,18,1,25607,78
7,3,18,2,25607,78
7,3,18,3,25607,78
7,3,18,9,25607,78
7,3,18,4,25607,78
7,3,18,5,25607,78
7,3,18,6,25607,78
7,3,18,7,25607,78
7,3,18,8,25607,78
7,3,19,0,27000,82
7,3,19,1,27000,82
7,3,19,2,27000,82
7,3,19,3,27000,82
7,3,19,4,27000,82
7,3,19,5,27000,82
7,3,19,6,27000,82
7,3,19,7,27000,82
7,3,19,8,27000,82
7,3,19,9,27000,82
7,3,20,0,28393,86
7,3,20,1,28393,86
7,3,20,2,28393,86
7,3,20,3,28393,86
7,3,20,4,28393,86
7,3,20,5,28393,86
7,3,20,6,28393,86
7,3,20,7,28393,86
7,3,20,8,28393,86
7,3,20,9,28393,86
7,3,21,4,29786,90
7,3,21,0,29786,90
7,3,21,1,29786,90
7,3,21,2,29786,90
7,3,21,3,29786,90
7,3,21,5,29786,90
7,3,21,6,29786,90
7,3,21,7,29786,90
7,3,21,8,29786,90
7,3,21,9,29786,90
7,3,22,0,31179,94
7,3,22,1,31179,94
7,3,22,2,31179,94
7,3,22,3,31179,94
7,3,22,4,31179,94
7,3,22,6,31179,94
7,3,22,5,31179,94
7,3,22,7,31179,94
7,3,22,8,31179,94
7,3,22,9,31179,94
7,3,23,0,32572,98
7,3,23,1,32572,98
7,3,23,7,32572,98
7,3,23,2,32572,98
7,3,23,3,32572,98
7,3,23,4,32572,98
7,3,23,5,32572,98
7,3,23,6,32572,98
7,3,23,8,32572,98
7,3,24,4,33965,102
7,3,24,5,33965,102
7,3,23,9,32572,98
7,3,24,0,33965,102
7,3,24,1,33965,102
7,3,24,2,33965,102
7,3,24,3,33965,102
7,3,24,6,33965,102
7,3,24,7,33965,102
7,3,24,8,33965,102
7,3,24,9,33965,102
7,4,5,0,7498,26
7,4,5,1,7498,26
7,4,5,2,7498,26
7,4,5,3,7498,26
7,4,5,4,7498,26
7,4,5,5,7498,26
7,4,5,6,7498,26
7,4,5,7,7498,26
7,4,5,8,7498,26
7,4,5,9,7498,26
7,4,6,0,8891,30
7,4,6,1,8891,30
7,4,6,6,8891,30
7,4,6,2,8891,30
7,4,6,3,8891,30
7,4,6,4,8891,30
7,4,6,5,8891,30
7,4,6,8,8891,30
7,4,7,3,10284,34
7,4,6,7,8891,30
7,4,6,9,8891,30
7,4,7,0,10284,34
7,4,7,1,10284,34
7,4,7,2,10284,34
7,4,7,4,10284,34
7,4,7,5,10284,34
7,4,7,6,10284,34
7,4,7,7,10284,34
7,4,7,8,10284,34
7,4,7,9,10284,34
7,4,8,6,11677,38
7,4,8,0,11677,38
7,4,8,1,11677,38
7,4,8,2,11677,38
7,4,8,4,11677,38
7,4,8,3,11677,38
7,4,8,5,11677,38
7,4,8,7,11677,38
7,4,8,9,11677,38
7,4,8,8,11677,38
7,4,9,0,13070,42
7,4,9,1,13070,42
7,4,9,8,13070,42
7,4,9,3,13070,42
7,4,9,2,13070,42
7,4,9,4,13070,42
7,4,9,5,13070,42
7,4,9,7,13070,42
7,4,9,6,13070,42
7,4,9,9,13070,42
7,4,10,0,14463,46
7,4,10,1,14463,46
7,4,10,2,14463,46
7,4,10,3,14463,46
7,4,10,4,14463,46
7,4,10,5,14463,46
7,4,10,6,14463,46
7,4,10,7,14463,46
7,4,10,8,14463,46
7,4,10,9,14463,46
7,4,11,0,15856,50
7,4,11,1,15856,50
7,4,11,2,15856,50
7,4,11,3,15856,50
7,4,11,4,15856,50
7,4,11,5,15856,50
7,4,11,6,15856,50
7,4,11,7,15856,50
7,4,11,8,15856,50
7,4,11,9,15856,50
7,4,12,0,17249,54
7,4,12,1,17249,54
7,4,12,2,17249,54
7,4,12,3,17249,54
7,4,12,6,17249,54
7,4,12,4,17249,54
7,4,12,5,17249,54
7,4,12,7,17249,54
7,4,12,8,17249,54
7,4,12,9,17249,54
7,4,13,0,18642,58
7,4,13,1,18642,58
7,4,13,4,18642,58
7,4,13,2,18642,58
7,4,13,3,18642,58
7,4,13,5,18642,58
7,4,13,6,18642,58
7,4,13,7,18642,58
7,4,13,8,18642,58
7,4,13,9,18642,58
7,4,14,0,20035,62
7,4,14,1,20035,62
7,4,14,2,20035,62
7,4,14,3,20035,62
7,4,14,4,20035,62
7,4,14,5,20035,62
7,4,14,6,20035,62
7,4,14,7,20035,62
7,4,14,8,20035,62
7,4,15,0,21428,66
7,4,15,4,21428,66
7,4,14,9,20035,62
7,4,15,1,21428,66
7,4,15,2,21428,66
7,4,15,3,21428,66
7,4,15,5,21428,66
7,4,15,6,21428,66
7,4,15,7,21428,66
7,4,15,8,21428,66
7,4,15,9,21428,66
7,4,16,0,22821,70
7,4,16,3,22821,70
7,4,16,1,22821,70
7,4,16,2,22821,70
7,4,16,5,22821,70
7,4,16,4,22821,70
7,4,16,6,22821,70
7,4,16,7,22821,70
7,4,16,8,22821,70
7,4,16,9,22821,70
7,4,17,0,24214,74
7,4,17,6,24214,74
7,4,17,1,24214,74
7,4,17,3,24214,74
7,4,17,2,24214,74
7,4,17,4,24214,74
7,4,17,5,24214,74
7,4,17,8,24214,74
7,4,17,7,24214,74
7,4,17,9,24214,74
7,4,18,0,25607,78
7,4,18,5,25607,78
7,4,18,1,25607,78
7,4,18,2,25607,78
7,4,18,3,25607,78
7,4,18,4,25607,78
7,4,18,6,25607,78
7,4,19,2,27000,82
7,4,18,7,25607,78
7,4,18,8,25607,78
7,4,18,9,25607,78
7,4,19,0,27000,82
7,4,19,1,27000,82
7,4,19,3,27000,82
7,4,19,4,27000,82
7,4,19,5,27000,82
7,4,19,6,27000,82
7,4,19,7,27000,82
7,4,19,8,27000,82
7,4,20,0,28393,86
7,4,19,9,27000,82
7,4,20,1,28393,86
7,4,20,2,28393,86
7,4,20,3,28393,86
7,4,20,4,28393,86
7,4,20,5,28393,86
7,4,20,6,28393,86
7,4,21,0,29786,90
7,4,20,8,28393,86
7,4,20,7,28393,86
7,4,20,9,28393,86
7,4,21,1,29786,90
7,4,21,2,29786,90
7,4,21,3,29786,90
7,4,21,4,29786,90
7,4,21,5,29786,90
7,4,22,0,31179,94
7,4,22,1,31179,94
7,4,21,7,29786,90
7,4,21,6,29786,90
7,4,22,2,31179,94
7,4,21,8,29786,90
7,4,22,4,31179,94
7,4,21,9,29786,90
7,4,22,3,31179,94
7,4,22,5,31179,94
7,4,22,6,31179,94
7,4,22,7,31179,94
7,4,22,8,31179,94
7,4,22,9,31179,94
7,4,23,0,32572,98
7,4,23,1,32572,98
7,4,23,2,32572,98
7,4,23,3,32572,98
7,4,23,4,32572,98
7,4,23,5,32572,98
7,4,23,6,32572,98
7,4,23,7,32572,98
7,4,23,8,32572,98
7,4,23,9,32572,98
7,4,24,5,33965,102
7,4,24,0,33965,102
7,4,24,7,33965,102
7,4,24,8,33965,102
7,4,24,1,33965,102
7,4,24,3,33965,102
7,4,24,2,33965,102
7,4,24,4,33965,102
7,4,24,6,33965,102
7,4,24,9,33965,102
7,5,5,0,7498,26
7,5,5,1,7498,26
7,5,5,2,7498,26
7,5,5,3,7498,26
7,5,5,4,7498,26
7,5,5,5,7498,26
7,5,5,6,7498,26
7,5,5,7,7498,26
7,5,5,8,7498,26
7,5,5,9,7498,26
7,5,6,0,8891,30
7,5,6,1,8891,30
7,5,6,2,8891,30
7,5,6,3,8891,30
7,5,6,4,8891,30
7,5,6,5,8891,30
7,5,6,6,8891,30
7,5,6,7,8891,30
7,5,6,8,8891,30
7,5,6,9,8891,30
7,5,7,0,10284,34
7,5,7,1,10284,34
7,5,7,2,10284,34
7,5,7,3,10284,34
7,5,7,4,10284,34
7,5,7,5,10284,34
7,5,7,6,10284,34
7,5,7,7,10284,34
7,5,7,8,10284,34
7,5,7,9,10284,34
7,5,8,0,11677,38
7,5,8,5,11677,38
7,5,8,4,11677,38
7,5,8,1,11677,38
7,5,8,2,11677,38
7,5,8,3,11677,38
7,5,8,6,11677,38
7,5,8,7,11677,38
7,5,9,2,13070,42
7,5,8,8,11677,38
7,5,8,9,11677,38
7,5,9,0,13070,42
7,5,9,1,13070,42
7,5,9,3,13070,42
7,5,9,4,13070,42
7,5,9,5,13070,42
7,5,9,6,13070,42
7,5,9,7,13070,42
7,5,9,9,13070,42
7,5,9,8,13070,42
7,5,10,0,14463,46
7,5,10,1,14463,46
7,5,10,2,14463,46
7,5,10,3,14463,46
7,5,10,4,14463,46
7,5,10,5,14463,46
7,5,10,6,14463,46
7,5,10,7,14463,46
7,5,11,0,15856,50
7,5,11,2,15856,50
7,5,10,8,14463,46
7,5,10,9,14463,46
7,5,11,7,15856,50
7,5,11,1,15856,50
7,5,11,3,15856,50
7,5,11,4,15856,50
7,5,11,5,15856,50
7,5,11,6,15856,50
7,5,11,8,15856,50
7,5,11,9,15856,50
7,5,12,0,17249,54
7,5,12,1,17249,54
7,5,12,2,17249,54
7,5,12,4,17249,54
7,5,12,3,17249,54
7,5,12,5,17249,54
7,5,12,6,17249,54
7,5,12,7,17249,54
7,5,12,8,17249,54
7,5,12,9,17249,54
7,5,13,0,18642,58
7,5,13,1,18642,58
7,5,13,2,18642,58
7,5,13,3,18642,58
7,5,13,4,18642,58
7,5,13,8,18642,58
7,5,13,5,18642,58
7,5,14,1,20035,62
7,5,13,6,18642,58
7,5,13,7,18642,58
7,5,13,9,18642,58
7,5,14,0,20035,62
7,5,14,2,20035,62
7,5,14,3,20035,62
7,5,14,4,20035,62
7,5,14,5,20035,62
7,5,14,6,20035,62
7,5,15,0,21428,66
7,5,14,7,20035,62
7,5,15,3,21428,66
7,5,14,8,20035,62
7,5,14,9,20035,62
7,5,15,1,21428,66
7,5,15,2,21428,66
7,5,15,5,21428,66
7,5,15,4,21428,66
7,5,15,6,21428,66
7,5,15,7,21428,66
7,5,15,9,21428,66
7,5,15,8,21428,66
7,5,16,0,22821,70
7,5,16,1,22821,70
7,5,16,3,22821,70
7,5,16,2,22821,70
7,5,16,4,22821,70
7,5,16,5,22821,70
7,5,16,6,22821,70
7,5,16,7,22821,70
7,5,17,1,24214,74
7,5,16,8,22821,70
7,5,16,9,22821,70
7,5,17,0,24214,74
7,5,17,2,24214,74
7,5,17,3,24214,74
7,5,17,4,24214,74
7,5,17,9,24214,74
7,5,17,5,24214,74
7,5,17,6,24214,74
7,5,17,7,24214,74
7,5,18,5,25607,78
7,5,17,8,24214,74
7,5,18,0,25607,78
7,5,18,1,25607,78
7,5,18,3,25607,78
7,5,18,2,25607,78
7,5,18,4,25607,78
7,5,18,6,25607,78
7,5,18,7,25607,78
7,5,18,8,25607,78
7,5,18,9,25607,78
7,5,19,0,27000,82
7,5,19,2,27000,82
7,5,19,1,27000,82
7,5,19,3,27000,82
7,5,19,4,27000,82
7,5,19,6,27000,82
7,5,19,5,27000,82
7,5,19,7,27000,82
7,5,19,8,27000,82
7,5,19,9,27000,82
7,5,20,0,28393,86
7,5,20,1,28393,86
7,5,20,2,28393,86
7,5,20,3,28393,86
7,5,20,4,28393,86
7,5,20,5,28393,86
7,5,20,6,28393,86
7,5,20,7,28393,86
7,5,20,8,28393,86
7,5,20,9,28393,86
7,5,21,0,29786,90
7,5,21,5,29786,90
7,5,21,1,29786,90
7,5,21,2,29786,90
7,5,21,3,29786,90
7,5,21,4,29786,90
7,5,21,6,29786,90
7,5,21,7,29786,90
7,5,21,8,29786,90
7,5,21,9,29786,90
7,5,22,0,31179,94
7,5,22,1,31179,94
7,5,22,2,31179,94
7,5,22,6,31179,94
7,5,22,3,31179,94
7,5,22,4,31179,94
7,5,22,5,31179,94
7,5,23,1,32572,98
7,5,22,7,31179,94
7,5,22,8,31179,94
7,5,22,9,31179,94
7,5,23,5,32572,98
7,5,23,0,32572,98
7,5,23,2,32572,98
7,5,23,3,32572,98
7,5,23,4,32572,98
7,5,24,1,33965,102
7,5,23,6,32572,98
7,5,23,7,32572,98
7,5,23,8,32572,98
7,5,23,9,32572,98
7,5,24,0,33965,102
7,5,24,2,33965,102
7,5,24,3,33965,102
7,5,24,4,33965,102
7,5,24,5,33965,102
7,5,24,6,33965,102
7,5,24,7,33965,102
7,5,24,8,33965,102
7,5,24,9,33965,102
7,6,5,0,7498,26
7,6,5,1,7498,26
7,6,5,2,7498,26
7,6,5,3,7498,26
7,6,5,4,7498,26
7,6,5,5,7498,26
7,6,5,6,7498,26
7,6,5,7,7498,26
7,6,6,2,8891,30
7,6,6,3,8891,30
7,6,5,9,7498,26
7,6,5,8,7498,26
7,6,6,8,8891,30
7,6,6,0,8891,30
7,6,6,1,8891,30
7,6,6,4,8891,30
7,6,6,5,8891,30
7,6,7,2,10284,34
7,6,6,6,8891,30
7,6,6,7,8891,30
7,6,6,9,8891,30
7,6,7,1,10284,34
7,6,7,0,10284,34
7,6,7,3,10284,34
7,6,7,4,10284,34
7,6,7,5,10284,34
7,6,7,6,10284,34
7,6,7,7,10284,34
7,6,7,8,10284,34
7,6,7,9,10284,34
7,6,8,0,11677,38
7,6,8,1,11677,38
7,6,8,2,11677,38
7,6,8,3,11677,38
7,6,8,4,11677,38
7,6,8,5,11677,38
7,6,8,6,11677,38
7,6,8,7,11677,38
7,6,8,8,11677,38
7,6,8,9,11677,38
7,6,9,1,13070,42
7,6,9,2,13070,42
7,6,9,0,13070,42
7,6,9,3,13070,42
7,6,9,4,13070,42
7,6,9,6,13070,42
7,6,9,5,13070,42
7,6,9,7,13070,42
7,6,9,8,13070,42
7,6,9,9,13070,42
7,6,10,0,14463,46
7,6,10,1,14463,46
7,6,10,2,14463,46
7,6,10,3,14463,46
7,6,10,4,14463,46
7,6,10,5,14463,46
7,6,10,6,14463,46
7,6,10,7,14463,46
7,6,10,8,14463,46
7,6,10,9,14463,46
7,6,11,0,15856,50
7,6,11,4,15856,50
7,6,11,1,15856,50
7,6,11,2,15856,50
7,6,11,3,15856,50
7,6,11,5,15856,50
7,6,11,6,15856,50
7,6,11,7,15856,50
7,6,11,8,15856,50
7,6,11,9,15856,50
7,6,12,0,17249,54
7,6,12,1,17249,54
7,6,12,2,17249,54
7,6,12,3,17249,54
7,6,12,5,17249,54
7,6,12,4,17249,54
7,6,12,6,17249,54
7,6,12,7,17249,54
7,6,12,8,17249,54
7,6,12,9,17249,54
7,6,13,0,18642,58
7,6,13,1,18642,58
7,6,13,3,18642,58
7,6,13,2,18642,58
7,6,13,4,18642,58
7,6,13,5,18642,58
7,6,13,6,18642,58
7,6,13,7,18642,58
7,6,13,8,18642,58
7,6,14,5,20035,62
7,6,14,0,20035,62
7,6,13,9,18642,58
7,6,14,1,20035,62
7,6,14,2,20035,62
7,6,14,3,20035,62
7,6,15,0,21428,66
7,6,14,4,20035,62
7,6,15,2,21428,66
7,6,14,6,20035,62
7,6,14,7,20035,62
7,6,14,8,20035,62
7,6,14,9,20035,62
7,6,15,1,21428,66
7,6,15,3,21428,66
7,6,15,4,21428,66
7,6,15,5,21428,66
7,6,15,6,21428,66
7,6,15,7,21428,66
7,6,15,8,21428,66
7,6,15,9,21428,66
7,6,16,0,22821,70
7,6,16,1,22821,70
7,6,16,2,22821,70
7,6,16,3,22821,70
7,6,16,4,22821,70
7,6,16,6,22821,70
7,6,16,5,22821,70
7,6,16,7,22821,70
7,6,16,8,22821,70
7,6,17,3,24214,74
7,6,16,9,22821,70
7,6,17,0,24214,74
7,6,17,1,24214,74
7,6,17,2,24214,74
7,6,17,8,24214,74
7,6,17,4,24214,74
7,6,17,5,24214,74
7,6,18,1,25607,78
7,6,17,6,24214,74
7,6,17,7,24214,74
7,6,17,9,24214,74
7,6,18,0,25607,78
7,6,18,2,25607,78
7,6,18,4,25607,78
7,6,18,3,25607,78
7,6,18,5,25607,78
7,6,18,6,25607,78
7,6,18,7,25607,78
7,6,18,8,25607,78
7,6,18,9,25607,78
7,6,19,0,27000,82
7,6,19,1,27000,82
7,6,19,2,27000,82
7,6,19,3,27000,82
7,6,19,4,27000,82
7,6,19,5,27000,82
7,6,19,9,27000,82
7,6,19,6,27000,82
7,6,20,1,28393,86
7,6,19,7,27000,82
7,6,19,8,27000,82
7,6,20,0,28393,86
7,6,20,2,28393,86
7,6,20,8,28393,86
7,6,20,3,28393,86
7,6,20,4,28393,86
7,6,20,6,28393,86
7,6,20,5,28393,86
7,6,20,7,28393,86
7,6,20,9,28393,86
7,6,21,0,29786,90
7,6,21,1,29786,90
7,6,21,2,29786,90
7,6,21,3,29786,90
7,6,21,5,29786,90
7,6,21,4,29786,90
7,6,21,6,29786,90
7,6,21,8,29786,90
7,6,21,7,29786,90
7,6,21,9,29786,90
7,6,22,0,31179,94
7,6,22,1,31179,94
7,6,22,3,31179,94
7,6,22,2,31179,94
7,6,22,4,31179,94
7,6,22,5,31179,94
7,6,22,6,31179,94
7,6,22,7,31179,94
7,6,22,8,31179,94
7,6,22,9,31179,94
7,6,23,0,32572,98
7,6,23,1,32572,98
7,6,23,2,32572,98
7,6,23,3,32572,98
7,6,23,4,32572,98
7,6,23,5,32572,98
7,6,23,6,32572,98
7,6,23,7,32572,98
7,6,23,8,32572,98
7,6,23,9,32572,98
7,6,24,0,33965,102
7,6,24,1,33965,102
7,6,24,2,33965,102
7,6,24,3,33965,102
7,6,24,4,33965,102
7,6,24,5,33965,102
7,6,24,6,33965,102
7,6,24,7,33965,102
7,6,24,8,33965,102
7,6,24,9,33965,102
